word,list_count
plateau,1
platitude,12
platonic,2
plaudit,3
plaudits,1
plausible,6
playful,1
playwright,1
plea,1
plead,1
pleasant,1
pleasurable,1
pleat,1
plebeian,4
plebian,1
plebiscite,2
pledgee,1
pledgeor,1
plenary,3
plenipotentiary,2
plenitude,4
plenteous,1
plentitude,1
plethora,8
pliable,3
pliant,5
plight,3
plod,1
plodding,4
ploy,4
pluck,2
plucky,5
plumage,2
plumb,5
plumber,2
plume,2
plummet,8
plump,2
plunge,1
pluperfect,1
plural,1
plurality,1
plus,1
plutocracy,5
pneumatic,1
podiatrist,3
podium,3
poesy,1
poetaster,1
poetic,1
poetics,1
poignancy,4
poignant,6
poise,4
polar,3
polarity,2
polarize,6
polarized,1
polemic,6
polemical,7
polemics,1
policy,1
polished,1
politic,5
polity,3
pollen,1
pollster,1
pollute,1
pollyannaish,2
poltroon,1
polyarchy,1
polycracy,1
polygamist,2
polygamy,1
polyglot,5
polygon,1
polyhedron,1
polymath,1
polysyllable,1
polytechnic,1
polytheism,1
pommel,2
pomp,1
pomposity,4
pompous,3
ponder,1
ponderable,1
ponderous,8
pontiff,1
pontifical,3
pontificate,3
populace,1
populist,1
populous,1
porcelain,1
pore,3
porous,4
porphyry,1
porridge,2
portend,4
portent,2
portentous,4
portfolio,2
portly,2
pose,2
poseur,3
posit,6
position,1
positive,1
posse,1
possess,1
possession,1
possessive,1
possessor,1
possible,1
postdate,1
posterior,1
posterity,2
postgraduate,1
posthumous,3
postmortem,2
postprandial,1
postscript,1
postulate,4
posture,3
potable,3
potboiler,1
potency,1
potent,3
potentate,6
potential,3
potentiate,1
potion,3
potpourri,2
poultice,2
pout,1
powerless,1
powwow,2
pr\'ecis,1
practicable,3
practical,2
practice,1
practitioner,2
pragmatic,9
pragmatist,2
prairie,1
prance,2
prank,2
prate,4
prattle,6
pre-empt,1
preach,1
preamble,5
precarious,11
precaution,1
precede,1
preceded,1
precedence,1
precedent,6
precedential,1
precept,3
precession,1
precinct,2
preciosity,1
precipice,4
precipitant,3
precipitate,11
precipitation,1
precipitous,6
precis,2
precise,3
precision,2
preclude,7
precocious,7
precursor,8
predator,2
predatory,2
predecessor,5
predestine,1
predetermine,2
predicament,4
predicate,1
predict,1
prediction,1
predilection,8
predispose,2
predisposed,1
predominance,1
predominant,1
predominate,1
preeminence,1
preeminent,3
preempt,7
preemption,1
preemptive,2
preen,4
preengage,1
preestablish,1
preexist,1
preexistence,1
preface,2
prefatory,3
prefer,1
preferable,1
preference,1
preferential,1
preferment,1
prefigure,2
prefix,1
pregnant,1
prehensible,1
prehensile,3
prehension,1
prejudice,1
prelacy,1
prelate,3
prelude,3
premature,1
premeditate,4
premier,1
premise,4
premonition,3
premonitory,2
preoccupation,2
preoccupy,1
preordain,1
preparation,1
preparatory,1
preponderance,2
preponderant,2
preponderate,2
prepossessing,3
prepossession,1
preposterous,4
prerogative,3
presage,4
prescience,7
prescient,4
prescript,1
prescriptible,1
prescription,2
presentient,1
presentiment,5
presentment,1
preservation,1
preservative,1
prestige,3
presume,2
presumption,5
presumptive,1
presumptuous,11
pretend,2
pretense,2
pretension,3
pretentious,5
preternatural,6
pretext,3
prevail,6
prevalence,1
prevalent,4
prevaricate,11
prevention,1
prey,2
prickle,1
priggish,1
prim,3
prima,1
primacy,3
primal,2
primary,2
primate,2
prime,4
primer,1
primeval,1
primitive,1
primogeniture,2
primordial,3
primp,3
principal,2
principality,1
principle,1
principled,1
priory,1
pristine,12
privateer,1
privation,3
privilege,1
privity,1
privy,3
prize,2
probate,1
probation,1
probe,4
probity,11
problematic,2
proboscis,1
procedural,1
procedure,1
proceed,1
proceeding,1
proceeds,1
proclamation,1
proclivity,8
procrastinate,4
procrastination,1
proctor,1
procure,1
procurement,2
prod,3
prodigal,12
prodigious,9
prodigy,4
productive,1
profane,3
profession,1
professor,1
proffer,2
proficiency,1
proficient,3
profile,1
profiteer,1
profligacy,1
profligate,10
profound,5
profundity,2
profuse,7
profusion,5
progenitor,3
progeny,3
prognathous,1
prognosis,2
prognosticate,3
prognostication,2
progression,1
prohibition,1
prohibitionist,1
prohibitive,4
prohibitory,1
project,1
projectile,2
projection,2
proletarian,5
proliferate,9
prolific,5
prolix,5
prolixity,4
prologue,5
prolong,4
promenade,1
prominence,1
prominent,3
promiscuous,4
promissory,1
promontory,3
promote,2
promoter,1
prompt,2
promulgate,6
prone,3
prong,2
pronounced,3
proofread,1
prop,1
propaganda,1
propagate,7
propel,1
propellant,3
propeller,1
propensity,9
property,1
prophecy,1
prophesy,1
prophetic,5
prophylactic,2
propinquity,2
propitiate,10
propitious,9
proponent,5
proportionate,1
propound,2
propriety,10
propulsion,1
propulsive,2
prorogue,1
prosaic,9
proscenium,3
proscribe,8
proscription,1
prosecution,1
proselyte,1
proselytize,6
prosody,3
prospect,1
prospective,3
prospector,1
prospectus,1
prosper,2
prosperity,2
prosperous,3
prostrate,4
prot\'eg\'e,1
protagonist,3
protean,5
protection,1
protective,1
protector,1
protege,2
protestant,1
protocol,4
protomartyr,1
protoplasm,1
prototype,3
protract,4
protrude,4
protrusion,1
protuberance,3
protuberant,2
protuberate,1
provenance,2
provender,3
proverb,3
providence,2
provident,6
providential,4
provincial,9
provision,2
provisional,5
proviso,2
provisory,1
provocation,1
provocative,3
provoke,2
prowess,6
prowl,1
proximately,1
proximity,2
proxy,6
prude,4
prudence,1
prudent,7
prudential,1
prudery,1
prudish,1
prune,4
prurient,4
pry,3
précis,1
pseudapostle,1
pseudonym,4
pseudonymity,1
psyche,2
psychiatrist,2
psychiatry,1
psychic,3
psychology,1
psychopathic,3
psychosis,2
psychosomatic,2
psychotherapy,1
pterodactyl,2
pucker,4
puckish,1
pudding,2
pudgy,1
puerile,9
pugilism,1
pugilist,3
pugnacious,7
pugnacity,2
puissance,2
puissant,6
pulchritude,5
pulmonary,3
pulpit,2
pulsate,2
pulse,2
pulverize,3
pummel,3
pun,1
punch line,1
punctilious,8
punctual,1
pundit,7
pungency,1
pungent,7
punitive,3
puny,3
pupilage,1
purblind,1
purchase,2
purgatory,3
purge,2
purity,1
purl,1
purlieu,1
purloin,3
purport,4
purported,1
purse,3
pursuant,1
purvey,2
purveyor,2
purview,1
pushy,2
pusillanimous,6
putative,2
putrefy,3
putrescent,3
putrid,2
puzzle,2
pyre,1
pyromania,1
pyromaniac,2
pyrotechnic,1
pyrrhic,2
pyx,1
quack,3
quadrate,1
quadruped,2
quadruple,1
quaff,5
quagmire,3
quail,6
quaint,2
qualification,2
qualified,3
qualify,8
qualm,6
qualms,1
quandary,8
quantity,1
quarantine,5
quarrelsome,1
quarry,3
quarter,1
quarterly,1
quartet,1
quarto,1
quash,4
quaver,1
quay,3
queasy,2
queer,2
quell,4
quench,3
querulous,9
query,4
queue,5
qui vive,1
quibble,7
quicksilver,2
quiescence,2
quiescent,8
quiet,1
quietude,2
quietus,1
quintessence,3
quintessential,1
quintet,1
quip,5
quirk,2
quirky,1
quisling,4
quite,1
quiver,2
quixotic,9
quizzical,2
quorum,2
quota,1
quotidian,8
rabble,3
rabid,4
rabies,2
raconteur,7
racy,2
radiance,1
radiate,1
radical,2
radix,1
raffish,3
raffle,3
raft,2
rafter,1
rag,2
ragamuffin,2
rage,1
ragged,1
rail,4
raillery,3
raiment,4
raisin,1
rake,2
rakish,6
rally,2
ram,2
ramble,3
rambunctious,1
ramification,3
ramify,4
ramose,1
ramp,2
rampant,4
rampart,5
ramshackle,3
rancid,2
rancor,5
rancorous,2
random,2
randomize,1
range,1
ranger,1
ranging,1
rank,2
rankle,7
ranks,1
ransack,2
rant,3
rapacious,5
rapid,1
rapine,1
rapport,3
rapprochement,4
rapscallion,1
rapt,5
raptorial,1
rapture,2
rare,2
rarefied,7
rarefy,3
rash,3
rasp,2
raspy,3
ratify,4
ratiocination,3
ration,4
rational,3
rationale,2
rationalism,2
rationalization,1
rationalize,3
rationlize,1
raucous,5
ravage,4
rave,3
ravel,4
ravening,1
ravenous,5
ravine,3
ravish,1
raze,4
reactant,2
reaction,1
reactionary,5
readily,1
readjust,1
readjustment,1
ready,1
realism,1
realm,2
ream,1
reap,2
reaper,2
rearrange,1
reassure,2
rebate,2
rebellious,1
rebuff,4
rebuild,1
rebuke,6
rebus,3
rebut,2
rebuttal,2
recalcitrant,7
recant,7
recapitulate,4
recapitulation,2
recapture,1
recast,2
recede,1
receivable,1
receptive,3
recess,2
recession,2
recessive,2
recherche,1
recidivism,3
recidivist,1
recipient,2
reciprocal,3
reciprocate,4
reciprocity,1
recital,2
recitation,1
recite,2
reck,1
reckless,2
reckon,2
reclaim,1
recline,3
recluse,8
reclusory,1
recognizance,1
recognize,1
recoil,2
recollect,1
reconcilable,1
reconcile,7
reconciliation,1
recondite,11
reconnaissance,3
reconnoiter,2
reconsider,1
reconstitute,1
reconstruct,1
reconvene,1
recount,2
recourse,5
recover,1
recovering,1
recreant,3
recreate,1
recrimination,4
recrudesce,3
recrudescence,2
recrudescent,2
recruit,1
rectify,4
rectitude,4
recumbent,3
recuperate,4
recur,1
recure,1
recurrent,3
recusant,1
redemption,1
redistribution,1
redolence,1
redolent,5
redoubtable,9
redound,2
redress,7
reduce,2
reducible,1
redundance,1
redundant,4
reek,2
reel,1
reestablish,1
refection,1
refectory,3
refer,1
referable,1
referee,2
referendum,2
referrer,1
refine,2
refinery,1
reflect,2
reflectible,1
reflection,1
reflector,1
reflexible,1
reform,1
reformer,1
refract,1
refraction,2
refractory,9
refragable,1
refrain,2
refringency,1
refringent,1
refulgent,5
refurbish,2
refusal,1
refuse,2
refutation,1
refute,11
regal,2
regale,2
regatta,2
regenerate,2
regeneration,2
regent,3
regicide,3
regime,3
regimen,4
regiment,3
register,1
regnant,1
regress,3
regretful,1
rehabilitate,4
rehearsal,1
reign,2
reimburse,3
rein,2
reinstate,3
reintegrate,1
reiterate,5
rejoice,1
rejoin,1
rejoinder,5
rejuvenate,3
rejuvenescence,1
relapse,4
release,1
relegate,10
relent,5
relentless,1
relevancy,1
relevant,6
reliance,1
reliant,1
relic,2
religion,1
religious,2
relinquish,5
reliquary,1
relish,6
reluctance,1
reluctant,2
remediable,2
remedial,4
remembrance,1
reminiscence,3
reminiscent,3
remiss,7
remission,4
remit,2
remittance,2
remnant,2
remodel,2
remonstrance,2
remonstrant,1
remonstrate,6
remorse,3
remote,2
remunerate,2
remuneration,4
remunerative,2
renaissance,2
rend,5
render,5
rendezvous,3
rendition,3
renegade,4
renege,6
renounce,5
renovate,4
renown,2
rent,2
renunciation,2
reorganize,1
reparable,3
reparation,3
repartee,4
repast,5
repatriate,1
repeal,5
repel,4
repellent,3
repentance,1
repercussion,3
repertoire,5
repertory,1
repetition,1
repine,5
replenish,4
replete,8
replica,3
replicate,2
reportage,1
repose,5
repository,3
reprehend,2
reprehensible,4
reprehension,1
representational,2
repress,4
repressible,1
reprieve,4
reprimand,3
reprisal,5
reprise,3
reproach,11
reprobate,9
reprobation,3
reproduce,1
reproduction,1
reproof,2
reprove,3
reptile,1
repudiate,12
repugnance,3
repugnant,4
repulse,4
repulsion,2
repulsive,1
reputable,2
repute,3
reputed,1
requiem,3
requisite,4
requisition,2
requital,1
requite,6
rescind,11
rescission,1
reseat,1
resemblance,1
resent,1
resentment,2
reservation,2
reserve,2
reserved,1
reservoir,1
residual,2
residue,4
resign,3
resignation,4
resilience,1
resilient,3
resin,1
resistant,1
resistive,1
resistless,1
resolute,3
resolution,4
resolve,5
resonance,1
resonant,4
resonate,1
resort,2
resound,2
resource,3
resourceful,3
respectively,2
respiration,2
respire,1
respite,7
resplendent,4
respondent,1
responsive,1
responsiveness,2
restitution,4
restive,8
restless,1
restrain,1
restrained,1
restraint,2
resumption,3
resurge,1
resurgence,1
resurgent,5
resurrect,3
resuscitate,3
retain,2
retainer,2
retaliate,4
retard,4
retch,1
retention,1
retentive,3
reticence,2
reticent,13
reticulate,1
retinue,5
retiring,6
retort,5
retouch,2
retrace,1
retract,6
retraction,1
retrench,5
retribution,3
retrieve,3
retroactive,3
retrograde,4
retrogression,1
retrospect,1
retrospective,5
reunite,1
revamp,1
revelation,1
revelry,4
revenge,1
reverberate,2
revere,3
reverend,2
reverent,9
reverie,3
reversion,1
revert,3
revile,3
reviler,1
revisal,1
revise,2
revive,1
revocation,1
revoke,4
revolt,1
revulsion,3
rhapsodize,3
rhapsody,4
rhetoric,9
rhetorician,1
rheumy,1
ribald,8
rickety,3
riddance,1
ridden,1
riddle,2
rider,4
ridicule,2
ridiculous,1
rife,5
rift,4
rig,2
righteous,2
righteousness,1
rightful,3
rigid,2
rigmarole,1
rigor,4
rigorous,1
rile,6
rime,1
riot,1
rip,2
ripen,1
ripple,1
ripplet,1
risible,2
rite,1
rive,1
rivet,2
riveting,3
rivulet,4
roan,1
robust,7
rococo,5
rodent,1
roil,4
roister,2
rolling,2
romp,2
rondo,1
rood,1
rookery,1
rookie,1
rooster,2
roseate,3
roster,3
rostrum,3
rotary,1
rotate,1
rote,3
rotund,3
rotunda,2
rotundity,2
roue,2
rouse,1
rousing,2
rout,3
row,2
royalty,1
rubble,2
rubicund,2
rubric,4
ruddy,2
rudiment,1
rudimentary,8
rue,6
rueful,1
ruffian,3
ruffle,1
rumble,2
ruminant,3
ruminate,6
rummage,2
rumple,1
run,1
run-down,1
runic,3
rupture,2
ruse,4
rustic,7
rusticate,2
rustle,3
ruth,1
ruthless,2
sabbatical,1
sabotage,1
saboteur,2
saccharine,3
sacerdotal,1
sacrifice,1
sacrificial,1
sacrilege,2
sacrilegious,3
sacrosanct,4
saddle,1
sadistic,3
safeguard,2
saffron,1
saga,2
sagacious,8
sage,5
salacious,3
salience,1
salient,8
saline,3
sallow,2
salmon,1
salubrious,8
salutary,6
salutation,2
salutatory,2
salvage,4
salve,2
salver,1
salvo,1
sanctify,1
sanctimonious,8
sanction,12
sanctity,1
sanctuary,3
sand,1
sang-froid,1
sangfroid,2
sanguinary,3
sanguine,9
sanguineous,1
sanitation,1
sap,4
sapid,2
sapience,1
sapient,3
sapiential,1
saponaceous,1
sarcasm,4
sarcophagus,2
sardonic,7
sartorial,5
sate,4
satellite,2
satiate,8
satiety,1
satire,6
satiric,1
satirical,3
satirize,2
satrap,1
saturate,5
saturnine,6
satyr,3
saunter,3
savage,1
savanna,1
savant,5
savoir-faire,1
savor,6
savory,3
savvy,3
sawdust,1
scabbard,5
scad,2
scads,1
scaffold,2
scale,4
scalpel,1
scan,1
scant,3
scanty,2
scapegoat,2
scarce,1
scarcity,1
scarify,1
scathing,3
scavenge,2
scavenger,1
scenario,2
schadenfreude,2
schematic,2
scheme,3
schism,6
scholarly,3
scholastic,1
school,1
scintilla,5
scintillate,4
scintillating,4
sciolism,1
scion,3
scission,1
scissor,1
scoff,4
scooter,1
scope,1
scorch,3
score,3
scorn,2
scotch,3
scoundrel,1
scour,1
scourge,2
scowl,3
scrap,3
scrappy,3
scraps,2
scrawl,1
screech,2
screed,3
scribble,2
scribe,1
scrimmage,2
script,2
scriptural,1
scruple,3
scrupulous,9
scrutinize,4
scuff,1
scuffle,2
scullion,1
sculpt,1
scurrilous,4
scurry,2
scurvy,4
scuttle,3
scythe,2
seamy,3
seance,1
sear,3
searchingly,1
seascape,1
season,2
seasonable,2
seasonal,2
seasoned,2
sebaceous,2
secant,1
secede,1
secession,3
seclude,1
secluded,1
seclusion,3
second-rate,1
secondary,1
secondly,1
secrecy,1
secrete,6
sect,2
sectarian,2
secular,4
sedate,4
sedative,1
sedentary,4
sediment,2
sedition,5
seditious,1
seduce,4
sedulous,11
seedy,2
seemly,4
seep,2
seer,1
seethe,4
segment,1
seignior,1
seine,3
seismic,2
seismograph,1
seize,1
selective,3
self-abasement,1
self-absorbed,1
self-indulgence,2
self-respect,1
self-righteous,2
semantic,1
semblance,6
semiannual,1
semicircle,1
semicivilized,1
semiconscious,1
seminal,3
seminar,1
seminary,4
senescence,1
senile,1
senility,2
sensation,2
sensational,1
sense,1
sensibility,1
sensitive,2
sensitization,2
sensorium,1
sensual,3
sensuous,3
sentence,1
sententious,5
sentience,1
sentient,6
sentimental,5
sentinel,5
separable,1
separate,1
separatist,1
septennial,1
septic,3
sepulcher,3
sepulchral,1
sequacious,1
sequel,1
sequela,1
sequence,1
sequent,1
sequester,4
sequestrate,1
seraph,2
seraphic,2
sere,3
serendipitous,1
serendipity,5
serene,4
serenity,3
serfdom,1
sergeant,1
sergeant-at-arms,1
sergeant-major,1
sermon,1
serpentine,3
serrate,1
serrated,2
serried,2
service,1
serviceable,1
servile,3
servitude,3
sever,4
severance,2
severe,1
severely,1
severity,2
sextant,3
sextet,1
sextuple,1
shack,2
shackle,3
shade,2
shadow,1
shale,1
shallow,1
sham,4
shambles,2
shangri-la,1
shard,6
shaving,2
sheaf,2
shear,2
sheathe,2
shed,2
sheer,3
sherbet,3
shibboleth,1
shift,2
shiftless,2
shimmer,2
shipshape,1
shirk,4
shoal,2
shoddy,2
shoot,2
shopworn,1
shove,2
shred,1
shrew,2
shrewd,4
shriek,1
shrill,1
shrine,1
shrinkage,1
shrivel,3
shrug,1
shudder,2
shuffle,3
shun,3
shunt,2
shyster,2
sibilance,1
sibilant,2
sibilate,1
sibling,2
sibylline,2
sidelong,1
sidereal,4
sidestep,1
sidetrack,2
siege,2
sift,2
signal,1
significance,1
significant,3
signification,1
silt,2
simian,2
similar,1
simile,3
similitude,2
simper,4
simpleton,1
simplify,1
simplistic,2
simulacrum,2
simulate,4
simultaneous,3
sin,1
sincere,1
sinecure,10
sinew,1
sinewy,2
singe,2
singular,3
sinister,3
sinuosity,1
sinuous,6
sinus,1
sip,1
siren,4
sirocco,2
sisterhood,1
skeleton,1
skeptic,6
skepticism,1
skiff,3
skill,1
skim,2
skimp,3
skinflint,2
skirmish,4
skirt,3
skit,1
skittish,5
skulduggery(skullduggery),1
skulk,2
skullduggery,1
slab,1
slack,4
slacken,2
slag,2
slake,5
slander,3
slant,1
slap,1
slapdash,4
slate,1
slattern,1
slaughter,2
slavish,2
slay,1
sleazy,2
sledge,2
sleek,2
sleeper,2
sleigh,2
sleight,4
slew,5
slick,2
slight,7
sling,1
slink,2
slippery,1
slipshod,3
slither,2
sloppy,1
sloth,3
slothful,2
slouch,1
slough,2
slovenly,4
sluggard,4
sluggish,4
sluice,3
slumber,1
slur,2
sly,2
smarmy,1
smart,2
smattering,6
smear,1
smelt,2
smirk,3
smolder,2
smother,3
smudge,2
smug,5
smuggle,1
snare,1
snarl,1
sneak,2
sneer,1
snicker,2
snide,2
snip,2
snivel,2
snobbish,1
snub,5
snuffle,1
soak,1
soar,1
sob,1
sober,3
sobriety,2
sobriquet,3
sociable,1
socialism,1
socialist,1
sociology,1
sodden,2
sojourn,2
sol,1
solace,4
solar,1
solder,4
soldier,1
solecism,7
solemnity,3
solicit,1
solicitious,1
solicitor,3
solicitous,8
solicitude,3
solidarity,1
solidify,1
soliloquy,6
solitude,3
solstice,3
soluble,3
solvent,6
somatic,4
somber,5
somnambulist,2
somniferous,1
somnolence,2
somnolent,5
sonata,2
sonic,2
sonnet,4
sonorous,5
soothe,1
soothsayer,3
sop,1
sophism,1
sophist,2
sophisticate,1
sophisticated,3
sophistication,2
sophistry,5
sophomoric,1
soporific,10
soprano,1
sorcery,1
sordid,8
sound,5
soupcon,1
sour,2
south america,1
souvenir,1
sovereign,2
sovereignty,2
sow,2
spangle,3
spare,2
sparing,1
sparse,7
spartan,9
spasmodic,3
spat,4
spate,5
spatial,2
spatula,2
spawn,2
spearhead,1
specialize,1
specialty,1
specie,1
species,1
specific,1
specimen,1
specious,12
speck,2
spectator,2
specter,1
spectral,3
spectrum,5
speculate,3
speculator,1
speechless,2
spelunker,1
spendthrift,8
spent,1
sphericity,1
spheroid,1
spherometer,1
sphinx-like,1
spin,2
spindly,1
spinous,1
spinster,1
spiny,1
spire,1
spleen,1
splenetic,3
splice,3
splint,1
spoilsport,2
spoke,1
spoliation,1
spontaneity,2
spontaneous,2
spoof,3
spoonerism,2
sporadic,10
sportive,4
sprain,1
sprightly,3
sprout,2
spruce,2
spry,2
spume,1
spur,1
spurious,10
spurn,6
squabble,4
squalid,6
squall,1
squalor,3
squander,6
squash,2
squat,3
squatter,1
squeamish,3
squelch,6
squint,1
stabilize,1
staccato,2
stagnant,3
stagnate,1
stagnation,1
stagy,1
staid,6
stake,1
stalemate,2
stallion,1
stalwart,6
stamina,3
stammer,3
stamp,2
stampede,2
stanch,4
stanchion,1
standing,1
standstill,2
stanza,5
stark,1
start,4
startle,1
stasis,2
statecraft,1
stately,2
static,6
statics,1
stationary,1
statistician,1
statuesque,1
statuette,1
stature,2
status quo,1
statute,3
statutory,2
staunch,3
steadfast,6
stealth,4
steep,4
steeped,1
stein,1
stellar,3
stem,4
stench,3
stencil,1
stentorian,6
steppe,1
stereotype,2
stereotyped,1
sterile,3
sterling,1
stern,1
stertorous,1
stevedore,1
stickler,3
stiff,1
stifle,5
stigma,7
stigmatize,2
stiletto,1
stilted,3
stimulant,1
stimulate,1
stimulus,1
stingy,3
stink,2
stint,6
stinting,1
stipend,5
stipple,3
stipulate,6
stitch,1
stock,4
stockade,3
stodgy,3
stoic,6
stoicism,1
stoke,3
stolid,11
stomach,1
stonewall,1
stoop,2
stout,2
stouthearted,1
stowaway,1
straggle,2
straight,1
strait,2
strand,1
strangle,2
stratagem,5
stratified,1
stratify,1
stratum,5
stray,1
streamlet,1
strength,1
strew,1
striate,3
striated,1
stricture,5
stride,1
strident,3
strife,1
strike,1
stringency,1
stringent,7
strip,1
stripling,1
strut,4
studied,1
studio,1
studious,2
stultify,8
stumble,1
stump,2
stun,1
stunt,1
stupefy,2
stupendous,2
stupor,4
sturdy,2
stygian,2
stylus,1
stymie,7
suasion,1
suave,2
suavity,3
sub rosa,1
subacid,1
subaltern,3
subaquatic,1
subconscious,1
subdue,2
subjacent,1
subject,1
subjection,1
subjective,5
subjugate,5
sublimate,3
sublime,6
subliminal,5
sublingual,1
submarine,1
submerge,3
submergence,1
submersible,1
submersion,1
submission,1
submissive,2
submittal,1
subordinate,4
suborn,1
subpoena,6
subsequent,3
subservience,1
subservient,5
subside,7
subsidiary,3
subsidy,3
subsist,1
subsistence,3
substantial,3
substantiate,6
substantive,4
subsume,4
subtend,1
subterfuge,7
subterranean,1
subtle,5
subtlety,3
subtrahend,1
subversion,1
subversive,6
subvert,4
succeed,1
succeeding,1
success,1
successful,1
successor,1
succinct,5
succor,4
succulent,3
succumb,2
suckle,1
sudorific,1
sufferance,1
sufficiency,1
sufficient,1
suffocate,2
suffrage,2
suffragist,1
suffuse,4
suggestible,1
suggestive,1
suitor,1
sulk,1
sullen,4
sully,5
sultry,3
summary,2
summation,2
summit,3
summon,1
sumptuary,1
sumptuous,4
sunder,3
sundry,3
superabundance,1
superadd,1
superannuate,1
superannuated,3
superb,1
superbly,1
supercilious,8
supererogatory,1
superficial,5
superfluity,2
superfluous,9
superheat,1
superimpose,3
superintend,1
superintendence,1
superintendent,1
superlative,1
supernal,1
supernatural,1
supernumerary,3
supersede,6
supine,5
supplant,11
supple,5
supplement,1
supplementary,1
suppliant,3
supplicant,2
supplicate,6
supposition,4
supposititious,2
suppress,3
suppressible,1
suppression,1
suppurate,1
supramundane,1
surcease,1
surcharge,2
surety,1
surfeit,9
surge,1
surly,7
surmise,4
surmount,3
surpass,1
surrender,1
surreptitious,10
surrogate,3
surround,1
surveillance,2
surveyor,1
susceptibility,2
susceptible,2
suspect,1
suspend,2
suspended,1
suspense,2
suspension,1
suspicious,1
sustain,1
sustenance,3
suture,3
svelte,1
swagger,2
swamp,1
swarm,1
swarthy,2
swathe,2
sway,1
swear,2
swear-word,1
swell,1
swelter,2
sweltering,1
swerve,3
swill,2
swindle,2
swindler,1
swing,1
swipe,1
sybarite,8
sycophant,9
sycophantic,1
syllabic,1
syllabication,1
syllable,1
syllabus,2
syllogism,4
sylph,1
sylvan,2
symbiosis,4
symmetrical,1
symmetry,5
sympathetic,1
sympathize,1
symphonic,1
symphonious,1
symphony,2
synchronism,1
synchronous,4
syncopated,1
syndicate,1
syneresis,1
synergic,1
synergy,1
synod,1
synonym,1
synonymous,1
synopsis,2
synoptic,3
syntax,1
synthesis,3
synthesize,1
synthetic,2
systematic,1
table,1
tableau,1
tablet,1
tacit,10
taciturn,11
tack,1
tackle,1
tact,7
tactful,1
tactician,1
tactics,1
tactile,3
tactless,1
tadpole,1
taint,2
tainted,1
takeoff,1
talisman,3
talon,3
tambourine,1
tamper,1
tan,1
tangency,1
tangent,3
tangential,4
tangible,4
tangy,1
tanner,1
tannery,1
tantalize,5
tantalizing,1
tantamount,7
tantrum,3
taper,2
tapestry,1
tarantula,2
tardy,2
tarn,1
tarnish,6
tarpaulin,1
tarry,2
tart,1
tasty,1
tatter,1
tatterdemalion,1
tatty,1
taunt,2
taut,4
tautological,2
tautology,2
tawdry,8
tawny,1
taxation,1
taxidermy,1
taxing,3
taxonomist,1
taxonomy,1
tear,1
technic,1
technicality,1
technique,1
technography,1
technology,1
tedious,2
tedium,2
teem,2
teeter,1
teetotalism,2
teleology,1
telepathy,1
telephony,1
telescope,1
telling,3
telltale,3
temerarious,1
temerity,8
temper,4
temperament,1
temperance,4
temperate,4
tempered,2
tempestuous,5
tempo,2
temporal,4
temporary,1
temporize,5
tempt,1
tempter,1
tenable,3
tenacious,8
tenacity,3
tenancy,1
tenant,2
tend,1
tendency,1
tendentious,7
tender,5
tenebrous,1
tenet,3
tenor,1
tense,1
tensile,1
tension,1
tentative,5
tenuous,8
tenure,3
tepid,4
tercentenary,1
tergiversation,1
termagant,2
terminal,2
terminate,1
termination,2
terminology,3
terminus,4
terrapin,1
terrestrial,3
terrify,1
territorial,1
territory,1
terror,1
terse,7
tertiary,2
tessellated,2
testament,1
testator,5
testimonial,1
testimony,1
testy,3
tether,3
thaumaturgist,1
thearchy,1
theatrical,1
theism,1
thematic,1
theocracy,4
theocrasy,1
theologian,1
theological,1
theology,2
theoretical,2
theorist,1
theorize,1
theory,1
theosophy,1
therapeutic,3
thereabout,1
therefor,1
thermal,3
thesis,1
thespian,1
thorny,1
thorough,1
thoroughbred,1
thoroughfare,1
thoroughgoing,2
thrall,4
thrash,1
threadbare,3
threat,1
threnody,1
thresh,1
thrifty,3
thrive,1
throb,1
throes,2
throng,3
throttle,2
thwart,5
thyme,1
tickle,1
ticklish,1
tide,1
tiff,1
tightfisted,1
tightwad,1
tiller,1
tilth,1
timbre,3
timely,1
timeworn,1
timid,1
timidity,2
timorous,9
tincture,1
tinge,3
tinker,1
tint,2
tipple,2
tipsy,1
tirade,11
tireless,1
tiresome,1
titanic,3
tithe,2
titillate,2
title,1
titter,1
titular,2
toady,5
tocsin,1
toga,2
toil,1
toilsome,1
token,2
tolerable,1
tolerance,1
tolerant,1
tolerate,1
toleration,1
toll,1
tome,4
tong,1
tonic,1
tonsorial,1
tonsure,2
topography,3
topple,1
topsoil,1
topsy-turvy,1
tornado,1
torpedo,1
torpid,3
torpor,9
torque,4
torrent,1
torrential,1
torrid,4
torso,2
tortilla,1
tortious,1
tortuous,10
torturous,1
toss,1
totem,1
totter,1
touching,1
touchstone,2
touchy,2
tour,1
tourniquet,1
tout,8
toxic,2
toy,1
tract,3
tractable,10
trade,1
traduce,3
trait,1
trajectory,3
trammel,1
tramp,1
trample,1
trance,1
tranquil,3
tranquility,2
tranquilize,1
tranquillity,2
transact,1
transalpine,1
transatlantic,1
transcend,4
transcendent,2
transcendental,1
transcribe,2
transfer,1
transferable,1
transferee,1
transference,1
transferrer,1
transfigure,2
transfuse,1
transfusible,1
transfusion,1
transgress,2
transgression,5
transience,1
transient,9
transition,3
transitory,7
translate,1
translator,1
translucence,1
translucent,4
transmissible,1
transmission,1
transmit,1
transmute,5
transparent,4
